player_name,runs,balls,wickets,boundaries,strike_rate,id_cricinfo
S Mohan,0,1,0,0,0.0,1301597
S Dhakal,3,127,3,0,2.36,1147980
Nestor Dhamba,3,24,0,0,12.5,1096833
Munim Shahriar,39,50,0,5,78.0,549950
LK Bell,60,554,34,0,10.83,878025
KP Navgire,17,19,0,2,89.47,1289983
C Olphert,7,37,0,0,18.92,1229953
D Cleaver,127,104,0,15,122.12,440517
MG Bracewell,243,576,28,23,42.19,326968
S Vijay Unni,234,925,37,17,25.3,1090866
Muhammad Amir,477,806,29,47,59.18,1021025
Ammar Zuhdi Hazalan,0,3,0,0,0.0,1050551
D Nath,16,12,0,3,133.33,1058516
Mohammad Aadil Alam,98,151,5,10,64.9,1212481
SI Kamea,67,446,22,0,15.02,1115025
S Gokhale,27,143,5,0,18.88,1306437
L Keny,206,347,10,7,59.37,1306435
RS Quyn,62,427,8,4,14.52,1213643
Rinitha Rajith,229,246,1,23,93.09,1306436
Khazaima,5,11,0,0,45.45,1306455
Abeer Maryam,10,28,0,2,35.71,1306445
Ruba Rashid,20,54,0,1,37.04,1306453
C Sewsunker,74,165,1,5,44.85,1306443
Amna Khan,42,122,1,3,34.43,1306444
Rida Syeda,49,126,0,0,38.89,1306451
Maira Khan,85,286,2,3,29.72,1306458
Zoha Irfan,5,26,0,0,19.23,1306457
Emaan Ejaz,31,116,2,0,26.72,1306456
Simrah Mirza,11,38,0,1,28.95,1306454
Mah Noor Amir,21,81,0,0,25.93,1306446
P Shetty,123,424,9,6,29.01,1306415
S Jayasinghe,11,112,6,0,9.82,1306411
TI Gajanayake,403,723,10,41,55.74,322731
HMD Rasangika,604,786,14,80,76.84,54842
S Nunna,10,85,2,0,11.76,1306407
D Bhaskara,29,111,1,1,26.13,1306414
R Rodrigo,88,121,0,5,72.73,1306417
NM Anil,104,101,0,12,102.97,1306423
KD Jayawant,21,50,3,1,42.0,1306427
Najwa Akram,3,8,0,0,37.5,1306459
S Channa,65,196,7,1,33.16,1306425
SA Sathiya,3,15,1,0,20.0,1306426
A Dcosta,67,251,13,3,26.69,1306424
Afida Afthab,5,16,1,0,31.25,1213636
I Nandakumar,73,832,30,1,8.77,1306438
Rida Zainab,6,9,0,0,66.67,1290379
V Barboza,18,77,2,0,23.38,1306413
Prajna Jagdeesha,24,65,1,1,36.92,1306412
Saba Ali Syeda,1,6,0,0,16.67,1306450
Rithika Rajith,20,45,0,0,44.44,1306439
S Prakash,26,76,0,1,34.21,1306416
G Fernando,16,84,1,0,19.05,1306406
R Hathadurage,1,11,0,0,9.09,1306409
Hashmatullah Shahidi,53,59,0,5,89.83,440970
GI Hume,47,182,9,3,25.82,379144
J Maguire,70,433,21,1,16.17,1229018
AN Kelly,200,981,66,11,20.39,592593
DO Leicher,158,230,3,9,68.7,1256933
J Miyaji,217,643,41,9,33.75,1178060
DE Martel,5,83,2,0,6.02,1036579
Ali Saleem,230,193,1,25,119.17,523825
T Nightingale,404,429,4,43,94.17,917063
OB Nightingale,179,146,0,15,122.6,470766
D Doyle-Calle,603,475,0,70,126.95,1312417
J Trembeath-Moro,140,153,0,13,91.5,1312418
LA Burns,196,741,45,14,26.45,518673
Mohammad Kamran,178,504,20,13,35.32,1312420
Aminullah Tanha,5,17,0,1,29.41,1312424
B Wentzel,1,2,0,0,50.0,1312429
Mohammad Asaduzzaman,18,151,4,0,11.92,1313730
Sapan Mehta,76,90,0,3,84.44,1313735
M Brasier,10,39,1,0,25.64,1313737
Saran Aslam,80,85,2,11,94.12,1313740
Abdullah Mahmood,19,215,13,0,8.84,1112200
Atif Rasheed,217,219,6,20,99.09,1313739
M Gouws,108,230,7,10,46.96,1314052
KJ Ferrary,116,257,12,9,45.14,303932
Jaison Jerome,20,107,1,0,18.69,1314205
M Whelan,100,176,4,8,56.82,1314049
Z Simpson,5,22,2,0,22.73,1314050
S Bodha,145,607,38,8,23.89,1274032
Abhishek Ahuja,264,227,0,29,116.3,1204126
Ali Farasat,186,139,0,21,133.81,1314064
BP Adapaka,15,238,10,0,6.3,1314201
Akramullah Malikzada,1,12,1,0,8.33,1204218
Gaurav Mishra,95,278,6,5,34.17,1314061
R Kumar,61,184,3,5,33.15,1198945
Sukhkaran Sahi,3,37,1,0,8.11,1314063
Dylan Steyn,589,430,0,72,136.98,1314056
Sazib Bhuiyan,237,448,28,32,52.9,1314053
Ritik Tomar,289,426,7,28,67.84,1314057
S Chaudhary,29,123,7,0,23.58,1275732
Saim Hussain,619,420,0,77,147.38,1284209
Imran Ameer,241,511,11,24,47.16,1314048
S Ramakrishnan,40,73,0,1,54.79,1314054
Divyendra Singh,144,166,0,14,86.75,1314055
Karthik Pillai,3,33,0,0,9.09,1314059
Sandeep Nair,8,55,2,0,14.55,1314058
CM Rocca,14,19,0,2,73.68,24111
Jitesh Patel,6,47,1,0,12.77,1288950
BE Johnson,4,12,0,0,33.33,1153763
S Akiteng,33,616,34,0,5.36,1311480
PE Kulume,237,475,15,23,49.89,1311473
K Ndlovu,827,1513,41,85,54.66,1250707
M Mavunga,20,120,9,1,16.67,1273947
F Chipare,53,336,16,0,15.77,1119417
LM Babirye,74,133,0,4,55.64,1311471
RE Nyangendo,75,97,0,5,77.32,1311474
M Mwatile,116,255,10,6,45.49,1276837
Shakirah Sadick,35,71,0,2,49.3,1311479
Mohammed Jimia,32,54,0,1,59.26,1311472
R Klein,85,90,1,7,94.44,594996
AT Nidamanuru,112,101,0,10,110.89,1129328
TL Chivanga,16,46,0,0,34.78,1059122
VM Nyauchi,7,46,3,0,15.22,453277
Nijat Masood,13,76,5,0,17.11,913843
Ihsanullah,40,118,8,5,33.9,703323
Afsar Zazai,157,183,0,12,85.79,420402
Noor Ahmad,61,292,10,4,20.89,1182529
C Madande,571,446,0,63,128.03,1045883
Gull Feroza,303,299,0,40,101.34,1144870
H Sin Yee,7,27,0,0,25.93,779617
H Lui,1,7,0,0,14.29,1278320
A Karmacharya,35,355,22,0,9.86,1203715
H Roy,4,47,4,0,8.51,1293662
S Forbes,10,15,0,1,66.67,1229023
RL Vitas,101,116,0,9,87.07,1321224
A Mene-Ejegi,168,327,12,16,51.38,1089929
ML Kostic,55,127,3,5,43.31,1321223
B Dugic,20,101,2,0,19.8,1203876
A Dizija,532,497,3,60,107.04,1321221
Fayaz Mohammad,28,27,0,3,103.7,1233058
Anamul Haque,472,401,0,60,117.71,380354
RA Reifer,51,75,1,3,68.0,450101
Y Cariah,3,40,1,0,7.5,431902
A Nathwani,47,344,15,1,13.66,1198871
Sachin Mandy,70,75,0,8,93.33,1318767
Abdul Stanikzai,81,93,0,7,87.1,1318791
Shahil Momin,254,565,13,15,44.96,1046601
Abdullah Akbarjan,100,530,32,4,18.87,1198877
W Behr,21,127,9,2,16.54,1318790
Iqbal Hossain,396,264,3,63,150.0,1270816
Abrar Bilal,65,72,0,4,90.28,1198872
Hamid Mahmood,250,401,10,24,62.34,1318854
Umar Nawaz,201,195,0,25,103.08,790381
Azam Khalil,111,272,9,10,40.81,515185
Samiallah Khalil,3,6,0,0,50.0,1153816
Tasaduq Hussain,9,65,3,0,13.85,1318852
Zaker Taqawi,66,344,26,2,19.19,1318855
A Randhawa,171,236,0,9,72.46,469212
MPS Cheema,81,94,0,9,86.17,1318206
Itibarshah Deedar,21,104,3,0,20.19,1318207
Ismaeel Zia,64,72,0,6,88.89,1318856
F Choudary,1,19,1,0,5.26,1153809
V Aritharan,80,40,0,12,200.0,1318765
L Udeh,91,414,27,4,21.98,1307999
E de Souza,68,98,0,7,69.39,1283423
R Abdulrasak,4,130,6,0,3.08,1308001
LV Boas,105,235,6,9,44.68,1161401
MLG Silva,16,24,0,2,66.67,1283425
CS Nascimento,34,197,9,1,17.26,1318955
AS Qwele,83,279,19,3,29.75,1182743
O Kgeresi,186,297,1,8,62.63,1318957
T Shabani,6,71,3,0,8.45,1182744
C Uwase,220,272,0,21,80.88,1318941
W Hornero-Garcia,23,32,0,1,71.88,1318949
S Kolcharam,86,200,5,4,43.0,1318951
S Mannan,22,33,0,1,66.67,1318948
S Etim,44,72,0,3,61.11,1318944
K Ogola,1,56,3,0,1.79,1318946
Ada Bhasin,261,782,20,14,33.38,1320240
I Shukla,88,329,12,0,26.75,1181179
Vinu Kumar,412,984,23,30,41.87,1320247
CH Abeyratne,33,104,1,1,31.73,1320250
Damini Ramesh,62,217,7,0,28.57,1320248
JS Pooranakaran,101,523,15,0,19.31,1320242
Zay Hua Tan,20,48,0,0,41.67,1320251
Sonam,89,346,14,0,25.72,1318451
T Lhaden,6,56,2,0,10.71,1171598
Sangay Wangmo,3,12,0,0,25.0,1318458
I Suhun,34,117,0,1,29.06,1306420
Riyaa Bhasin,75,176,4,1,42.61,1320237
EK Hubbard,62,231,5,1,26.84,878069
Poorvaja Jagdeesha,15,48,0,0,31.25,1306408
Alifiya Sayed,5,51,1,0,9.8,1306428
Abeera Waris,29,111,2,0,26.13,1306410
JT Pooranakaran,32,88,0,0,36.36,1320243
AP Venkata,5,12,0,0,41.67,1320249
Dechen Zangmo,0,24,2,0,0.0,1320233
Muhammad Fahim,28,184,5,1,15.22,1101860
KJ Stagno,684,383,0,97,178.59,524219
Ahmad Khalid Ahmadzai,7,93,6,0,7.53,1318866
Shagharai Sefat,13,114,9,0,11.4,1270825
IDM Latin,500,565,12,54,88.5,403317
Aziz Mohammad,165,247,7,23,66.8,1101858
Omid Mailk Khel,71,78,0,5,91.03,1318869
Kuldeep,405,241,0,58,168.05,1321185
SP Gomes,231,181,0,26,127.62,449295
Syed Maisam Ali,51,175,16,3,29.14,1321184
IM Farrell,0,2,0,0,0.0,24109
M Cohen,36,33,0,4,109.09,525045
S Bangera,73,81,0,7,90.12,467814
J Evans,135,330,19,12,40.91,467819
E Solomon,245,217,0,24,112.9,467809
Mohammad Atif,14,148,7,0,9.46,1312422
E Kahamker,53,69,0,5,76.81,1046629
A Amado,37,46,1,2,80.43,1321182
Yair Nagavkar,63,223,8,3,28.25,1156431
Niv Nagavkar,116,258,6,9,44.96,1156432
E Samson,5,35,3,0,14.29,467817
T Kahamker,13,70,7,1,18.57,1156434
Elan Talker,10,127,6,0,7.87,1321181
Sajad Ahmadzai,82,281,10,5,29.18,1318870
A Raza,157,116,0,23,135.34,520128
Yogev Nagavkar,92,113,0,8,81.42,1321183
G Schachat,97,80,0,10,121.25,303844
Saud Munir,38,314,23,0,12.1,1036603
Maqsood Ahmad,13,19,0,1,68.42,1270817
C Miles,229,218,0,22,105.05,1313537
C Jennings,15,83,4,0,18.07,1186083
M Maguire,76,116,0,3,65.52,1186116
H Eulenkamp,29,90,3,0,32.22,1186076
C Milner,22,57,0,0,38.6,1321445
Emily Merrien,14,70,6,0,20.0,1321442
L Greig,38,70,2,2,54.29,1186101
R Hubbard,88,111,1,10,79.28,1186082
CM Greechan,150,476,21,3,31.51,1186099
M Robinson,86,167,6,3,51.5,1321447
A Merritt,233,409,11,22,56.97,1186107
G Wetherall,207,326,5,21,63.5,1186115
PJ Stahelin,32,66,0,0,48.48,1186081
F Bulpitt,10,22,0,0,45.45,1186077
E Duffy,47,208,9,0,22.6,1313536
F Copley,6,87,7,0,6.9,1186321
E Gouge,40,264,10,0,15.15,1186103
RM Hill,1,13,2,0,7.69,1186098
T Smith,132,168,1,8,78.57,1313539
M Le Ray,1,8,0,0,12.5,1321441
Muhammad Shoaib Ahmed,108,204,6,12,52.94,1156250
AUKDS Kalugala,213,195,2,25,109.23,1323401
K Cawte,15,202,10,0,7.43,1046719
SRMJJ Arachchilage,14,47,0,0,29.79,1156256
Riyaz Kajalwala,1,12,0,0,8.33,1323403
M Jenkinson,94,118,2,10,79.66,1323404
Waqas Haider,35,21,0,6,166.67,1101943
A Turkmen,184,392,13,16,46.94,515224
E Kuyumcu,22,70,0,1,31.43,1323430
M Ozturk,113,380,14,8,29.74,515225
Rohit Kumar,90,74,0,13,121.62,1323424
GG Alta,130,306,13,9,42.48,1323435
Shamsullah Ehsan,93,148,3,7,62.84,1323434
Zafer Durmaz,8,60,3,0,13.33,1323437
I Elec,114,262,6,9,43.51,1198935
Ilyas Ataullah,124,235,5,14,52.77,1323431
R Nath,172,188,0,18,91.49,1323433
M Koli,167,589,28,12,28.35,1323423
C Bayraktar,34,41,0,2,82.93,1323436
CP Turkich,128,191,0,7,67.02,1323444
SD Valjalo,65,149,6,4,43.62,1323446
JD Newton,42,135,3,3,31.11,1323448
DJ Turkich,102,298,11,10,34.23,1323443
D Marsic,122,171,0,11,71.35,1323452
JM Vujinovich,107,325,9,5,32.92,366588
WK Bitis,116,156,3,17,74.36,1323447
A Maheshwari,53,188,5,5,28.19,1323451
B Jerkovic,45,133,4,1,33.83,1323445
J Grzinic,24,50,0,1,48.0,366592
Sohail Ahmad,78,129,3,4,60.47,1323450
AA Gajic,37,289,17,1,12.8,1323426
MV Pavlovic,140,429,23,9,32.63,1323428
S Ivetic,466,454,0,43,102.64,1323427
Bashar Khan,5,77,6,0,6.49,1323419
HJ Manenti,277,523,30,30,52.96,1323417
CJPF Kalugamage,42,227,11,1,18.5,1118836
J Mosca,286,188,0,42,152.13,1323415
M Campopiano,493,426,2,52,115.73,1197103
Ali Hasan,14,103,7,1,13.59,1323418
T Turan,1,12,0,0,8.33,1198932
Hasan Cakir,1,9,1,0,11.11,1323429
Alexandros Karvelas,82,148,2,7,55.41,1323407
G Fatouros,77,114,5,9,67.54,1015235
P Magafas,56,55,0,5,101.82,1323412
S Bogdos,5,21,0,0,23.81,469224
C Bogdanos,104,125,0,5,83.2,1323410
A Gasteratos,19,40,0,0,47.5,1323409
Ziaur Rehman,95,93,0,9,102.15,1194055
I Bardis,4,14,1,0,28.57,1323405
T Ulutuna,2,8,0,0,25.0,1198925
Muhammad Farooq,36,198,12,3,18.18,1323402
D Mutu,0,3,0,0,0.0,1323438
AJ Mosca,320,264,0,31,121.21,1323416
Ali Abdulla Popalzae,1,21,3,0,4.76,1323408
Ankit Dubey,8,36,3,0,22.22,1318857
N Davidovic,23,56,4,3,41.07,523226
J Clough,10,13,0,0,76.92,771651
Habib Ahmadzai,118,114,0,11,103.51,1198876
SKS Gill,634,804,9,61,78.86,1318875
Arslan Amjad,254,267,7,27,95.13,1320549
Qamar Mushtaque,72,263,17,5,27.38,1325906
M Shahbaz Butt,39,138,6,2,28.26,467850
Elias Hasan,17,67,0,2,25.37,1320553
R Dhiman,27,91,4,1,29.67,1325899
JC Martin,38,37,0,2,102.7,470768
A Martel,87,275,13,12,31.64,414979
G Mckeon,760,673,8,93,112.93,1325904
TK Lal,13,176,10,0,7.39,1323623
Zain Ahmad,187,331,14,24,56.5,1195659
Abdul Rahman,121,119,0,10,101.68,1048915
UNGB Thenannahelage,22,24,0,0,91.67,1323622
R Mangal,21,183,13,0,11.48,1325902
Muhammad Siddiqui,104,163,3,12,63.8,1325920
Ayyaz Qureshi,62,146,5,5,42.47,1325914
NL Ujawe,7,59,3,0,11.86,568625
Ramanjot Singh,94,118,0,10,79.66,1325921
P Pustoslemsek,50,124,4,3,40.32,515056
Awais Ikram,13,49,3,0,26.53,1325913
Taher Muhammad,32,100,2,1,32.0,1325922
S Koppolu,8,28,0,0,28.57,1325924
MH Oman,7,22,0,0,31.82,515054
Shahid Arshad,42,66,0,3,63.64,1325919
Mazhar Khan,11,19,0,1,57.89,1325917
K Fletcher,31,326,18,0,9.51,1325910
Faheem Nazir,659,627,15,88,105.1,1319340
Jai Sinh,17,64,5,0,26.56,1325909
Sathya Narayanan,39,51,0,2,76.47,1325911
Anoop Orsu,185,180,1,22,102.78,1319478
Waqar Khan,14,10,0,2,140.0,1325923
Ibrahim Rahimi,14,13,0,2,107.69,1325907
RHO Saunders,17,23,0,2,73.91,1325908
Abul Farhad,27,174,14,0,15.52,1230636
A Paul,31,174,9,1,17.82,1325900
R Tanna,2,3,0,0,66.67,1320552
BS Sandhu,2,5,0,0,40.0,33816
Azeem Nazir,37,42,0,5,88.1,1325912
DK Pallekonda,2,18,2,0,11.11,1325916
A Bhadauria,43,32,0,6,134.38,1263722
SL Clephane,9,23,0,0,39.13,1323621
KM Venkataswamy,65,46,0,5,141.3,1314465
A Trivedi,0,6,0,0,0.0,1323618
Osman Khan,0,6,0,0,0.0,1323617
AR Puri,45,545,22,2,8.26,1321991
Aman Desai,351,279,0,36,125.81,1048907
A Mutreja,154,110,0,17,140.0,579109
HGV Vare,65,77,0,5,84.42,1186229
Zeeshan Ali,735,516,0,90,142.44,352284
Yasim Murtaza,698,1519,55,74,45.95,233904
A Shukla,124,795,31,3,15.6,1167779
CAH Stevenson,18,93,4,0,19.35,953793
D Siva Kumar,10,26,0,1,38.46,328679
NA Karnik,11,88,1,0,12.5,1321990
T Wangchuk,103,455,12,6,22.64,749527
S Pradhan,363,706,17,38,51.42,542348
K Penjor,1,13,0,0,7.69,749531
Namgay Thinley,158,606,27,6,26.07,1167761
Ngawang Thinley,31,169,12,2,18.34,1167763
N Chejay,80,99,0,4,80.81,1167760
GK Ghalley,137,166,0,12,82.53,1167758
Manoj Adhikari,38,55,0,3,69.09,402212
N Nuntarach,184,343,8,9,53.64,1167819
J Pakhiaokajee,32,39,0,3,82.05,1322790
C Chatphaisan,431,456,5,48,94.52,1322787
Y Saranonnakkun,123,149,0,12,82.55,1167815
P Thongsa,4,14,0,0,28.57,1167818
K Namchaikul,14,181,11,0,7.73,1322789
Tenjin Rabgey,328,399,1,29,82.21,1322778
Shunan Ali,28,190,10,0,14.74,822517
S Yeshi,40,343,11,2,11.66,1167766
S Loday,108,130,0,7,83.08,1167759
Abdullah Shahid,11,17,0,1,64.71,386982
T Yotharat,16,53,3,0,30.19,1167811
P Desungnoen,5,35,0,0,14.29,1322791
D Prakas,0,1,0,0,0.0,1323971
BG Lister,20,239,11,0,8.37,1125536
HB Shipley,10,85,2,0,11.76,962831
CJ Bowes,200,161,0,29,124.22,379890
D Madushanka,58,326,16,0,17.79,793007
Parvez Hossain Emon,52,70,0,6,74.29,1139511
JK Masara,0,6,0,0,0.0,722313
Tarun Yadav,16,34,2,2,47.06,1323707
Sachin Ganpat Shinde,13,35,0,0,37.14,1321225
L Wood,10,119,8,0,8.4,573170
WG Jacks,343,261,1,49,131.42,897549
OP Stone,1,26,0,0,3.85,457279
Aamer Jamal,110,162,3,12,67.9,793441
M Pathirana,103,370,28,2,27.84,1194795
AM Fernando,21,130,5,2,16.15,786925
Sachin Kumar,41,176,7,3,23.3,1328733
N Thailappan,0,18,0,0,0.0,1328732
Mohamed Shafeeq,113,686,30,3,16.47,1328736
Haroon Shahid,8,22,1,1,36.36,307825
J Chaturanga,4,7,0,0,57.14,749517
Yasin Patel,165,1055,55,6,15.64,1328735
Shahrukh Quddus,40,260,13,0,15.38,633697
A Saud,71,64,0,11,110.94,1248188
Basir Ahamad,0,24,2,0,0.0,1290587
Ateeq Iqbal,38,379,18,1,10.03,1199892
A Bhargava,11,20,1,1,55.0,1329941
Sabir Ali,8,52,3,0,15.38,1328438
M Kandanala,49,54,0,8,90.74,1057352
D Dhingra,304,374,0,23,81.28,1331887
Snigdha Paul,50,159,2,3,31.45,1329775
RP Singh,138,504,32,10,27.38,35280
T Chopra,16,82,2,0,19.51,1331886
B Bhadriraju,11,129,9,1,8.53,1331884
S Horley,354,461,6,40,76.79,1142972
R Kanoh,184,279,3,17,65.95,1060604
S Chaturongrattana,11,200,12,0,5.5,1171432
Shohely Akhter,11,142,8,0,7.75,535866
H Doriga,26,40,0,3,65.0,1335141
ST Eyyunni,16,115,3,0,13.91,1332566
P Maya,202,545,18,12,37.06,1171429
O Bell,11,206,14,0,5.34,1332610
Nanthita Boonsukham,18,75,2,2,24.0,1318485
S Kollery,33,55,0,4,60.0,859715
AR Ramjani,540,1192,74,56,45.3,1178061
B Maphosa,49,132,1,1,37.12,1155573
Akhil Anil,267,547,19,27,48.81,1335263
YM Nkanya,41,880,56,0,4.66,1178055
AP Rajeevan,913,764,0,98,119.5,1335264
S Biko,0,36,1,0,0.0,637506
Gagandeep Singh,84,233,5,5,36.05,28758
KM Awala,97,110,0,6,88.18,1107676
P Murungi,207,231,3,23,89.61,1178058
J Baguma,84,279,19,3,30.11,1280697
BA Simango,3,6,0,0,50.0,1155504
GF Gomes,0,1,0,0,0.0,1155500
A Limdawala,122,251,6,8,48.61,1334805
M Choamba,52,160,8,2,32.5,1283111
M Yunusu Issa,240,510,21,23,47.06,1155749
GM Muthui,44,424,24,0,10.38,1107667
KA Jadhav,3,14,0,0,21.43,1334739
Yash Talati,3,26,3,0,11.54,1327592
AN Aminou,75,61,0,5,122.95,1286505
L Maphane,1,8,0,0,12.5,1155578
MTMMJ Ave,390,399,6,47,97.74,953285
P Cabebula,17,120,7,0,14.17,961421
HB Dickson,267,196,0,37,136.22,1193543
S Draunivudi,10,36,0,1,27.78,296191
S Ravoka,32,160,8,0,20.0,296180
A Parima,223,165,0,27,135.15,1333965
J Batinibulu,11,113,5,0,9.73,1155248
T Parima,274,193,0,34,141.97,1333966
C Dickson,118,361,9,9,32.69,1333962
SM Tupou,87,198,10,7,43.94,302675
TS Waqavakatoga,45,178,5,4,25.28,1333978
D Teinaki,39,40,0,5,97.5,1333970
L Denny,118,335,17,9,35.22,1333961
T Ritawa,11,108,9,1,10.19,1333968
T Vanuarua,56,138,5,2,40.58,1333972
B Vakatini,5,8,0,0,62.5,1333971
N Acawei,65,71,0,6,91.55,628534
M Beitaki,160,141,0,16,113.48,647727
DS Maraiwai,81,63,0,12,128.57,961435
PV Vuniwaqa,460,345,5,67,133.33,961443
J Baleicikoibia,75,87,0,6,86.21,647745
S Cotter,207,192,0,25,107.81,519038
DP Michael,181,182,4,19,99.45,500270
T Kaisala,70,78,0,8,89.74,581605
AJ Michael,70,127,3,6,55.12,1155251
F Suluoto,150,141,0,14,106.38,1333974
D Wotu,37,318,15,2,11.64,1193343
S Sola,23,156,4,1,14.74,1193340
JD Baker,60,101,1,5,59.41,388740
CK Jasmat,182,333,7,16,54.65,1333973
RSK Samson,0,12,2,0,0.0,1326556
SF Tiai,127,352,19,16,36.08,1193339
U Sofi,9,25,0,1,36.0,1115039
D Finau,24,97,5,2,24.74,1115047
JP Kaltapau,346,353,0,28,98.02,1115057
JD Allan,148,168,0,15,88.1,1326486
W Kokaua,15,73,7,0,20.55,1333963
W Wotu,171,244,4,16,70.08,1186250
S Weleilakeba,10,23,0,1,43.48,961445
B Schuster,9,26,1,0,34.62,1115041
Obed Yosef,7,81,3,0,8.64,1115053
S Delai,23,36,0,3,63.89,1333977
DE Roache,119,97,3,16,122.68,1333975
D Simpson,4,5,0,0,80.0,1333969
L Yamamoto-Lake,682,496,0,88,137.5,1338613
GA Priandana,500,665,10,57,75.19,1338585
S Navaratne,42,43,0,4,97.67,550194
GD Arta,262,513,10,20,51.07,1082740
K Kadowaki-Fleming,1400,919,0,172,152.34,429800
Muhammad Afis,0,7,0,0,0.0,1338589
DJ Hawoe,332,915,41,27,36.28,1167318
PR Surve,682,744,7,67,91.67,1338592
IKEG Artawan,239,807,40,24,29.62,1338587
IW Budiarta,8,62,2,1,12.9,1082743
S Ravichandran,772,1109,36,80,69.61,1338607
S Kimura,36,38,0,2,94.74,1159147
K Kubota,18,175,13,0,10.29,1338605
Anjar Tadarus,409,533,1,49,76.74,1082745
I Takahashi,467,828,28,53,56.4,1338610
R Sakurano-Thomas,256,698,31,12,36.68,1338602
KK Dobell,16,58,4,0,27.59,1186199
D Suzuki,409,698,16,37,58.6,1338609
KC Ramamoorthy,356,380,4,41,93.68,1167317
Ahmad Ramdoni,435,506,0,38,85.97,1082736
IK Gamantika,448,924,25,35,48.48,1082742
RM Koda,57,732,40,0,7.79,1116759
Vinay Iyer,7,11,0,1,63.64,1338616
A Patmore,264,275,0,25,96.0,581583
F Banunaek,300,980,39,19,30.61,1167320
M Taniyama,85,398,28,5,21.36,581584
P Kumbhare,32,401,24,0,7.98,1338606
R Drake,57,197,6,1,28.93,1338603
RS Williams,226,276,1,24,81.88,769427
CS Fraser,58,282,13,2,20.57,1214080
MM Penfold,31,169,7,0,18.34,1239671
EMKNH Senavirathna,17,17,0,2,100.0,1321016
Fariha Trisna,25,243,14,0,10.29,1195124
BA Carse,5,76,6,0,6.58,596417
AAP Atkinson,11,65,7,0,16.92,1039481
Rehan Ahmed,34,170,10,5,20.0,1263691
NR Sciver-Brunt,706,819,13,95,86.2,515905
DR Gibson,163,407,11,22,40.05,886203
CE Dean,191,806,44,12,23.7,1039421
K Kavindi,38,177,10,1,21.47,1371878
AN Hyobeom,18,92,4,1,19.57,1159150
IK Darmawan,28,35,0,3,80.0,1082750
Sana Ullah,6,57,2,0,10.53,1338643
Mudassir Iqbal,110,188,1,8,58.51,1167327
Alam Nakash,85,217,6,5,39.17,1338626
Aamir Lal,166,327,14,16,50.76,1338631
Kim Daeyeon,76,237,10,5,32.07,1159155
Kuldeep Gurjar,2,19,0,0,10.53,1338636
Asif Iqbal,36,75,4,4,48.0,39010
Hwanhee Lee,3,12,2,0,25.0,781133
Jun Hyunwoo,82,136,0,9,60.29,1063353
Raja Shoaib,166,178,0,17,93.26,1167325
Lee Kangmin,11,37,0,1,29.73,1063358
H Goto,197,340,0,11,57.94,1341625
A Chandel,322,934,26,13,34.48,1341621
H Iwasaki,144,167,0,11,86.23,1341627
S Kato,204,634,15,14,32.18,1341629
M Munakata,3,8,0,0,37.5,1341631
M Yoshioka,23,22,0,3,104.55,1341636
A Fujikawa,35,216,10,0,16.2,1341624
M Ogawa,31,98,2,2,31.63,1341633
KH Sciver-Brunt,15,111,6,1,13.51,53906
Z James,95,194,3,9,48.97,1268281
Shorna Akter,291,558,13,22,52.15,1352206
Marufa Akter,55,555,21,0,9.91,1332561
DP Vaidya,99,294,13,8,33.67,709837
Sadaf Shamas,67,98,0,9,68.37,1315572
D Samarawickrama,22,35,1,0,62.86,1327656
Anik Ahmed,64,118,2,2,54.24,1343333
Gurpreet Singh,22,42,0,1,52.38,1343334
P Sadev,1,4,0,0,25.0,1343335
Anmoldeep Singh,20,48,0,0,41.67,1343336
Waleed Rana,45,93,3,3,48.39,1323420
P Fernando,3,12,0,0,25.0,1343366
J van Heerden,306,278,4,38,110.07,698311
A Denuwan,4,40,1,0,10.0,1343338
Muhammad Yasin,189,165,0,22,114.55,1343573
P Dhiman,44,57,0,1,77.19,1343428
Mohammad Ihsan,508,328,0,75,154.88,1321988
EMC Fowler,18,35,0,0,51.43,1037327
P Chilongia,84,196,10,1,42.86,1344428
Uswa Syed,66,176,5,1,37.5,1313557
NH Berejo,242,310,6,15,78.06,1344427
Mirab Razwan,66,197,6,2,33.5,1344423
Wania Malik,5,30,1,0,16.67,1313551
A Brown-Carrera,82,205,10,3,40.0,1313545
Muskan Naseeb,2,5,0,0,40.0,1313555
Rabia Iqbal,3,15,1,0,20.0,1313547
Tashiba Mirza,7,11,0,1,63.64,1313552
Lopamudra,63,171,3,1,36.84,1344425
JG Kaur,5,22,0,0,22.73,1313549
Bijeyata Kumari,13,23,0,0,56.52,1275278
Mahnoor Akram,18,29,0,0,62.07,1344418
S Kunaratnam,3,9,0,0,33.33,1344421
Jayasooriya,18,103,5,0,17.48,1344445
Hifsa Butt,2,8,0,0,25.0,1313546
A Vaidya,55,152,6,3,36.18,1316846
Kanchan Rana,89,118,2,4,75.42,1275221
Eman Asim,22,36,0,1,61.11,1316844
Saim Ayub,336,291,0,49,115.46,1161031
Zaman Khan,31,210,7,1,14.76,1272475
SG Diaby,29,91,2,0,31.87,1345184
L Sanogo,49,137,3,3,35.77,1345180
Mohamed Coulibaly,50,120,2,1,41.67,1345187
LM Gabriel,133,180,1,13,73.89,1345172
MS Diawara,23,92,3,0,25.0,1345181
Waseem Yaqoob,141,314,18,12,44.9,1345170
